Nome,Endereço,Telefone,Avaliação,Comentário,Autor do comentário
Vila D'Água,"Rod. João Gualberto Soares, 8774 - São João do Rio Vermelho, Florianópolis - SC, 88060-000, Brasil",(48) 99130-3328,4.8,"['Esse foi sem dúvida o melhor lugar que já me hospedei em Floripa!\nO lugar é um paraíso, vc se sente totalmente no meio da natureza, as cabanas são afastadas da rua e de outras casas e ao mesmo tempo é possível ir caminhando para os mercadinhos, sushi, pizzaria.\nA estrutura das casas é muita boa e a internet com velocidade ótima para trabalhar home office. E para completar ainda tem um espaço atrás na beira da lagoa da conceição que dá de passear com os caiaques (das cabanas).  Fiquei surpresa, pq nem imaginava q ainda havia lugares tão preservados próximos a lagoa.', 'Sensacional !!!  local bem aconchegante,  bem arborizado, tem um rio enorme no local ,e eu e minha namorada ainda ganhamos um passeio de canoa no rii que passa pelo local, voltaremos com certeza, não tenho oque reclamar, fomos muito bem recepcionados, grande experiência do começo ao final da estadia, e tirando que o proprietário ainda dá algumas horas a mais para saída do local, então não precisa sair de domingo cedo e correndo, estão de parabéns !!!', 'Excelente localização. Próximo a praia mole.\nPróximo da praia de moçambique (esta da para ir a pé).\nCabanas (chalés) com ótima estrutura. Possui um rio nos fundos do local, ótimo para pescar, nadar, barco, caiaque...\nEsse rio desagua na lagoa... Então das para ir de barco até os restaurantes (recomendo restaurante do Cabral).', 'Nós gostamos. A cabana número 3 tinha o básico para ficar poucos dias. Reservamos direto com o proprietário ( recomendo) e ele muito atencioso no atendimento. No geral gostamos, tem fácil acesso e cercado de natureza ( insetos, aranhas, cachorros e aves). Vá preparado mas vá. Recomendamos ✨', 'Excelente localização. Muito boa acomodação.  Foram dias incríveis, no meio da natureza, com canto dos pássaros ao amanhecer. Anfitrião super atencioso e solícito. Sem dúvida recomendo a cabana.']","['Julie Zacheu', 'RECUPERART Martelinho de Ouro', 'Edson Macedo', 'Estefany Moura', 'Jonathan']"
